设备序列号,设备型号,设备名称,设备版本,所属于客户,城市,服务开始日期,巡检周期/天,服务结束日期,维保月数,服务等级,维保服务,SO单号,设备详细地址,设备联系人,设备联系人电话,备注
451508000011,FAS8040,,,深圳证券交易所,（广东）深圳,2022-09-09 00:00:00,90,2024-09-08 00:00:00,24,"4HR,NRD",合同已过保,4510414621,,,,
451508000022,FAS8040,,,深圳证券交易所,（广东）深圳,2022-09-09 00:00:00,90,2024-09-08 00:00:00,24,"4HR,NRD",合同已过保,4510414621,,,,
451553000031,FAS8040,,,深圳证券交易所,（广东）深圳,2022-09-09 00:00:00,90,2024-09-08 00:00:00,24,"4HR,NRD",合同已过保,4510414621,,,,
451553000032,FAS8040,,,深圳证券交易所,（广东）深圳,2022-09-09 00:00:00,90,2024-09-08 00:00:00,24,"4HR,NRD",合同已过保,4510414621,,,,
941740000172,A700s,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
941740000179,A700s,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
722012000177,FAS9000,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-05-01 00:00:00,90,2025-04-30 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
722012000178,FAS9000,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-05-01 00:00:00,90,2025-04-30 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
952011000227,FAS2720,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-05-01 00:00:00,90,2025-04-30 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
952011000228,FAS2720,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-05-01 00:00:00,90,2025-04-30 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
721939000101,FAS9000,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
721939000102,FAS9000,,,深圳市中兴微电子技术有限公司,（陕西）西安,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
791920000003,FAS9000,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
721939000103,FAS9000,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
721939000105,FAS9000,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
721939000106,FAS9000,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
721939000121,FAS9000,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
721939000122,FAS9000,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
941938000053,FAS2720,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
941938000052,FAS2720,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
941938000050,FAS2720,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
941938000051,FAS2720,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
952122001162,FAS2720,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,原SN:941938000044
941938000045,FAS2720,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
941938000046,FAS2720,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
941938000047,FAS2720,,,深圳市中兴微电子技术有限公司,（广东）深圳,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
451652000223,FAS8060,,,顺丰科技有限公司,（广东）深圳,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,7*24*2 小时现场响应， 4HR,合同已过保,4510532597,,,,
451652000224,FAS8060,,,顺丰科技有限公司,（广东）深圳,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,7*24*2 小时现场响应， 4HR,合同已过保,4510532597,,,,
451652000221,FAS8060,,,顺丰科技有限公司,（广东）深圳,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,7*24*2 小时现场响应， 4HR,合同已过保,4510532597,,,,
451652000222,FAS8060,,,顺丰科技有限公司,（广东）深圳,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,7*24*2 小时现场响应， 4HR,合同已过保,4510532597,,,,
451652000213,FAS8060,,,顺丰科技有限公司,（广东）深圳,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,7*24*2 小时现场响应， 4HR,合同已过保,4510532597,,,,
451652000214,FAS8060,,,顺丰科技有限公司,（广东）深圳,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,7*24*2 小时现场响应， 4HR,合同已过保,4510532597,,,,
451652000215,FAS8060,,,顺丰科技有限公司,（广东）深圳,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,7*24*2 小时现场响应， 4HR,合同已过保,4510532597,,,,
451652000216,FAS8060,,,顺丰科技有限公司,（广东）深圳,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,7*24*2 小时现场响应， 4HR,合同已过保,4510532597,,,,
60911200338,Switch,,,顺丰科技有限公司,（广东）深圳,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,7*24*2 小时现场响应， 4HR,合同已过保,4510532597,,,,
60911200354,Switch,,,顺丰科技有限公司,（广东）深圳,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,7*24*2 小时现场响应， 4HR,合同已过保,4510532597,,,,
60911200378,Switch,,,顺丰科技有限公司,（广东）深圳,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,7*24*2 小时现场响应， 4HR,合同已过保,4510532597,,,,
60911200487,Switch,,,顺丰科技有限公司,（广东）深圳,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,7*24*2 小时现场响应， 4HR,合同已过保,4510532597,,,,
451602000054,FAS8020,,,上海天马微电子有限公司,（广东）深圳,2023-02-01 00:00:00,90,2023-10-31 00:00:00,9,4HR,合同已过保,4510521604,,,,
451602000055,FAS8020,,,上海天马微电子有限公司,（广东）深圳,2023-02-01 00:00:00,90,2023-10-31 00:00:00,9,4HR,合同已过保,4510521604,,,,
451640000062,FAS8040,,,苏州银行股份有限公司,（江苏）苏州,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,"4HR,NRD",合同生效中,4510467424,,,,
451640000063,FAS8040,,,苏州银行股份有限公司,（江苏）苏州,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,"4HR,NRD",合同生效中,4510467424,,,,
451640000064,FAS8040,,,苏州银行股份有限公司,（江苏）苏州,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,"4HR,NRD",合同生效中,4510467424,,,,
451640000065,FAS8040,,,苏州银行股份有限公司,（江苏）苏州,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,"4HR,NRD",合同生效中,4510467424,,,,
711445000033,E5400,,,苏州银行股份有限公司,（江苏）苏州,2022-09-01 00:00:00,90,2025-08-31 00:00:00,36,"4HR,NRD",合同生效中,4510510086,,,,
711445000034,E5400,,,苏州银行股份有限公司,（江苏）苏州,2022-09-01 00:00:00,90,2025-08-31 00:00:00,36,"4HR,NRD",合同生效中,4510510086,,,,
941735000064,FAS2552,,,苏州瑞博生物技术有限公司,（江苏）苏州,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,4HR,合同生效中,E001837370,,,,
941735000065,FAS2552,,,苏州瑞博生物技术有限公司,（江苏）苏州,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,4HR,合同生效中,E001837370,,,,
941622000039,FAS2552,,,小华半导体有限公司,（江苏）苏州,2023-03-17 00:00:00,90,2024-03-16 00:00:00,12,4HR,合同已过保,4510543014,,,,
941622000040,FAS2552,,,小华半导体有限公司,（江苏）苏州,2023-03-17 00:00:00,90,2024-03-16 00:00:00,12,4HR,合同已过保,4510543014,,,,
451741000057,FAS2554,,,欧派家居集团股份有限公司,（江苏）无锡,2023-11-30 00:00:00,90,2024-11-07 00:00:00,12,4HR,合同生效中,E001871736,,,,
451741000058,FAS2554,,,欧派家居集团股份有限公司,（江苏）无锡,2023-11-30 00:00:00,90,2024-11-07 00:00:00,12,4HR,合同生效中,E001871736,,,,
BRW4024N074,Brocade 6510,,,欧派家居集团股份有限公司,（江苏）无锡,2023-11-30 00:00:00,90,2024-11-07 00:00:00,12,4HR,合同生效中,E001871736,,,,
BRW4024N078,Brocade 6510,,,欧派家居集团股份有限公司,（江苏）无锡,2023-11-30 00:00:00,90,2024-11-07 00:00:00,12,4HR,合同生效中,E001871736,,,,
CCD4038N038,Brocade 6505,,,欧派家居集团股份有限公司,（江苏）无锡,2023-11-30 00:00:00,90,2024-11-07 00:00:00,12,4HR,合同生效中,E001871736,,,,
CCD4038N05F,Brocade 6505,,,欧派家居集团股份有限公司,（江苏）无锡,2023-11-30 00:00:00,90,2024-11-07 00:00:00,12,4HR,合同生效中,E001871736,,,,
CCD4038N05N,Brocade 6505,,,欧派家居集团股份有限公司,（江苏）无锡,2023-11-30 00:00:00,90,2024-11-07 00:00:00,12,4HR,合同生效中,E001871736,,,,
CCD4038N060,Brocade 6505,,,欧派家居集团股份有限公司,（江苏）无锡,2023-11-30 00:00:00,90,2024-11-07 00:00:00,12,4HR,合同生效中,E001871736,,,,
9496478489,FLASHCACHE,,,交通银行股份有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2024-09-30 00:00:00,20,4HR,合同生效中,E000553267,,,,
9496478738,FLASHCACHE,,,交通银行股份有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2024-09-30 00:00:00,20,4HR,合同生效中,E000553267,,,,
451539000041,FAS8020,,,交通银行股份有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2024-09-30 00:00:00,20,"4HR,NRD",合同生效中,E000553267,,,,
451539000042,FAS8020,,,交通银行股份有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2024-09-30 00:00:00,20,"4HR,NRD",合同生效中,E000553267,,,,
451610000079,FAS8040,,,交通银行股份有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2024-09-30 00:00:00,20,"4HR,NRD",合同生效中,E000553267,,,,
451610000080,FAS8040,,,交通银行股份有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2024-09-30 00:00:00,20,"4HR,NRD",合同生效中,E000553267,,,,
211733000120,FAS2554,,,交通银行股份有限公司太平洋信用卡中心,（湖北）武汉,2023-10-01 00:00:00,90,2024-09-30 00:00:00,12,"4HR,NRD",合同生效中,E000621145,,,,
791424000053,FAS2554,,,交通银行股份有限公司太平洋信用卡中心,（湖北）武汉,2023-10-01 00:00:00,90,2024-09-30 00:00:00,12,"4HR,NRD",合同生效中,E000621145,,,,
940000549749,FAS2240,,,交通银行股份有限公司太平洋信用卡中心,（湖北）武汉,2023-10-01 00:00:00,90,2024-09-30 00:00:00,12,"4HR,NRD",合同生效中,E000621145,,,,
600000306264,FAS2240,,,交通银行股份有限公司太平洋信用卡中心,（湖北）武汉,2023-10-01 00:00:00,90,2024-09-30 00:00:00,12,"4HR,NRD",合同生效中,E000621145,,,,原SN:940000549751
451639000029,FAS8020,,,交银人寿保险有限公司,（湖北）武汉,2022-12-20 00:00:00,90,2024-12-31 00:00:00,25,"4HR,NRD",合同生效中,E002008657,,,,
451639000030,FAS8020,,,交银人寿保险有限公司,（湖北）武汉,2022-12-20 00:00:00,90,2024-12-31 00:00:00,25,"4HR,NRD",合同生效中,E002008657,,,,
451602000050,FAS8020,,,上海天马微电子有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2023-10-31 00:00:00,9,4HR,合同已过保,4510521604,,,,
451602000051,FAS8020,,,上海天马微电子有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2023-10-31 00:00:00,9,4HR,合同已过保,4510521604,,,,
9485255387,FLASHCACHE,,,上海天马微电子有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2023-10-31 00:00:00,9,4HR,合同已过保,4510521604,,,,
9493719222,FLASHCACHE,,,上海天马微电子有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2023-10-31 00:00:00,9,4HR,合同已过保,4510521604,,,,
9493719258,FLASHCACHE,,,上海天马微电子有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2023-10-31 00:00:00,9,4HR,合同已过保,4510521604,,,,
9493719349,FLASHCACHE,,,上海天马微电子有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2023-10-31 00:00:00,9,4HR,合同已过保,4510521604,,,,
9493719911,FLASHCACHE,,,上海天马微电子有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2023-10-31 00:00:00,9,4HR,合同已过保,4510521604,,,,
9493720142,FLASHCACHE,,,上海天马微电子有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2023-10-31 00:00:00,9,4HR,合同已过保,4510521604,,,,
451716000147,FAS8040,,,上海天马微电子有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2023-10-31 00:00:00,9,4HR,合同已过保,4510521604,,,,
451716000148,FAS8040,,,上海天马微电子有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2023-10-31 00:00:00,9,4HR,合同已过保,4510521604,,,,
9496568284,FLASHCACHE,,,上海天马微电子有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2023-10-31 00:00:00,9,4HR,合同已过保,4510521604,,,,
9496568296,FLASHCACHE,,,上海天马微电子有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2023-10-31 00:00:00,9,4HR,合同已过保,4510521604,,,,
941740000176,A700s,,,深圳市中兴微电子技术有限公司,（陕西）西安,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
941740000180,A700s,,,深圳市中兴微电子技术有限公司,（陕西）西安,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
941747000188,A700s,,,深圳市中兴微电子技术有限公司,（陕西）西安,2023-04-01 00:00:00,90,2025-03-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
941802000169,A700s,,,深圳市中兴微电子技术有限公司,（陕西）西安,2023-04-01 00:00:00,90,2025-03-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
722006000037,FAS9000,,,深圳市中兴微电子技术有限公司,（陕西）西安,2023-04-01 00:00:00,90,2025-03-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
722006000038,FAS9000,,,深圳市中兴微电子技术有限公司,（陕西）西安,2023-04-01 00:00:00,90,2025-03-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
722006000039,FAS9000,,,深圳市中兴微电子技术有限公司,（陕西）西安,2023-04-01 00:00:00,90,2025-03-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
722006000040,FAS9000,,,深圳市中兴微电子技术有限公司,（陕西）西安,2023-04-01 00:00:00,90,2025-03-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
952005000125,FAS2720,,,深圳市中兴微电子技术有限公司,（陕西）西安,2023-04-01 00:00:00,90,2025-03-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
952005000126,FAS2720,,,深圳市中兴微电子技术有限公司,（陕西）西安,2023-04-01 00:00:00,90,2025-03-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
952005000127,FAS2720,,,深圳市中兴微电子技术有限公司,（陕西）西安,2023-04-01 00:00:00,90,2025-03-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
952005000128,FAS2720,,,深圳市中兴微电子技术有限公司,（陕西）西安,2023-04-01 00:00:00,90,2025-03-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
721939000123,FAS9000,,,深圳市中兴微电子技术有限公司,（陕西）西安,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
721939000124,FAS9000,,,深圳市中兴微电子技术有限公司,（陕西）西安,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
941938000049,FAS2720,,,深圳市中兴微电子技术有限公司,（陕西）西安,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
941938000048,FAS2720,,,深圳市中兴微电子技术有限公司,（陕西）西安,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HR,NRD",合同生效中,E002061863,,,,
451747000253,FAS2554,,,郑州银行股份有限公司,（河南）郑州,2023-02-01 00:00:00,90,2023-06-30 00:00:00,5,4HR,合同已过保,4510505992,,,,
451747000254,FAS2554,,,郑州银行股份有限公司,（河南）郑州,2023-02-01 00:00:00,90,2023-06-30 00:00:00,5,4HR,合同已过保,4510505992,,,,
451747000255,FAS2554,,,郑州银行股份有限公司,（河南）郑州,2023-02-01 00:00:00,90,2023-06-30 00:00:00,5,4HR,合同已过保,4510505992,,,,
451747000256,FAS2554,,,郑州银行股份有限公司,（河南）郑州,2023-02-01 00:00:00,90,2023-06-30 00:00:00,5,4HR,合同已过保,4510505992,,,,
941613000021,FAS2552,,,长安福特汽车有限公司,重庆,2024-02-03 00:00:00,90,2025-01-24 00:00:00,12,4HR,合同生效中,E002504727,,,,
941613000022,FAS2552,,,长安福特汽车有限公司,重庆,2024-02-03 00:00:00,90,2025-01-24 00:00:00,12,4HR,合同生效中,E002504727,,,,
941724000015,FAS2552,,,长安福特汽车有限公司,重庆,2024-02-03 00:00:00,90,2025-01-24 00:00:00,12,4HR,合同生效中,E002504727,,,,
941724000016,FAS2552,,,长安福特汽车有限公司,重庆,2024-02-03 00:00:00,90,2025-01-24 00:00:00,12,4HR,合同生效中,E002504727,,,,
941724000007,FAS2650,,,长安福特汽车有限公司,重庆,2024-06-01 00:00:00,90,2024-12-31 00:00:00,7,4HR,合同生效中,E002504727,,,,
941724000008,FAS2650,,,长安福特汽车有限公司,重庆,2024-06-01 00:00:00,90,2024-12-31 00:00:00,7,4HR,合同生效中,E002504727,,,,
451641000151,FAS2520,,,北京影立方电影科技有限公司,（陕西）西安,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000152,FAS2520,,,北京影立方电影科技有限公司,（陕西）西安,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451644000115,FAS2520,,,北京影立方电影科技有限公司,（山东）烟台,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451644000116,FAS2520,,,北京影立方电影科技有限公司,（山东）烟台,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000169,FAS2520,,,北京影立方电影科技有限公司,（陕西）杨凌,2023-02-01 00:00:00,90,2023-10-31 00:00:00,9,NBD,合同已过保,4510525554,,,,
791435000262,FAS2520,,,北京影立方电影科技有限公司,（陕西）杨凌,2023-02-01 00:00:00,90,2023-10-31 00:00:00,9,NBD,合同已过保,4510525554,,,,
451644000131,FAS2520,,,北京影立方电影科技有限公司,（宁夏）银川,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451644000132,FAS2520,,,北京影立方电影科技有限公司,（宁夏）银川,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451644000129,FAS2520,,,北京影立方电影科技有限公司,（宁夏）银川,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451644000130,FAS2520,,,北京影立方电影科技有限公司,（宁夏）银川,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451644000141,FAS2520,,,北京影立方电影科技有限公司,（湖南）长沙,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451644000142,FAS2520,,,北京影立方电影科技有限公司,（湖南）长沙,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000167,FAS2520,,,北京影立方电影科技有限公司,（河南）郑州,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000168,FAS2520,,,北京影立方电影科技有限公司,（河南）郑州,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451644000139,FAS2520,,,北京影立方电影科技有限公司,（湖南）株洲,2023-02-01 00:00:00,90,2023-10-31 00:00:00,9,NBD,合同已过保,4510525554,,,,
451644000140,FAS2520,,,北京影立方电影科技有限公司,（湖南）株洲,2023-02-01 00:00:00,90,2023-10-31 00:00:00,9,NBD,合同已过保,4510525554,,,,
451644000123,FAS2520,,,北京影立方电影科技有限公司,（山东）淄博,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451644000124,FAS2520,,,北京影立方电影科技有限公司,（山东）淄博,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451610000164,FAS2520,,,北京影立方电影科技有限公司,（河南）安阳,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451518000116,FAS2520,,,北京影立方电影科技有限公司,（河南）安阳,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451802000218,FAS2520,,,北京影立方电影科技有限公司,（内蒙）包头九原,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451802000219,FAS2520,,,北京影立方电影科技有限公司,（内蒙）包头九原,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451734000087,FAS2520,,,北京影立方电影科技有限公司,（内蒙）包头,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451734000088,FAS2520,,,北京影立方电影科技有限公司,（内蒙）包头,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451751000143,FAS2520,,,北京影立方电影科技有限公司,（广西）北海,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451751000144,FAS2520,,,北京影立方电影科技有限公司,（广西）北海,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451545000062,FAS2520,,,北京影立方电影科技有限公司,北京,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451545000061,FAS2520,,,北京影立方电影科技有限公司,北京,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451724000161,FAS2520,,,北京影立方电影科技有限公司,北京,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451724000162,FAS2520,,,北京影立方电影科技有限公司,北京,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451724000064,FAS2520,,,北京影立方电影科技有限公司,北京,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451724000065,FAS2520,,,北京影立方电影科技有限公司,北京,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451734000284,FAS2520,,,北京影立方电影科技有限公司,北京,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451734000285,FAS2520,,,北京影立方电影科技有限公司,北京,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451802000045,FAS2520,,,北京影立方电影科技有限公司,北京,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451802000046,FAS2520,,,北京影立方电影科技有限公司,北京,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451802000053,FAS2520,,,北京影立方电影科技有限公司,北京,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451802000054,FAS2520,,,北京影立方电影科技有限公司,北京,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451802000111,FAS2520,,,北京影立方电影科技有限公司,北京,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451802000112,FAS2520,,,北京影立方电影科技有限公司,北京,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451518000109,FAS2520,,,北京影立方电影科技有限公司,（安徽）亳州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451452000051,FAS2520,,,北京影立方电影科技有限公司,（安徽）亳州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451518000125,FAS2520,,,北京影立方电影科技有限公司,（湖南）常德,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451518000126,FAS2520,,,北京影立方电影科技有限公司,（湖南）常德,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451724000143,FAS2520,,,北京影立方电影科技有限公司,（江苏）常熟,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451724000144,FAS2520,,,北京影立方电影科技有限公司,（江苏）常熟,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451751000229,FAS2520,,,北京影立方电影科技有限公司,（江苏）常州,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451751000230,FAS2520,,,北京影立方电影科技有限公司,（江苏）常州,2023-02-01 00:00:00,90,2024-01-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451724000127,FAS2520,,,北京影立方电影科技有限公司,（四川）成都,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451724000128,FAS2520,,,北京影立方电影科技有限公司,（四川）成都,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
451734000274,FAS2520,,,北京影立方电影科技有限公司,（四川）成都,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,NBD,合同已过保,4510545644,,,,
